#
# Output from LIGHT
#
# Phase versus MJY
  -1.1972829937074      3.6133E+16  2.5583E+12
  -1.1188165162659      3.6131E+16  2.5683E+12
  -1.1015485503802      3.7709E+16  2.6688E+12
  -1.0842721426855      3.6839E+16  2.6104E+12
  -1.0669619991807      3.6711E+16  2.6041E+12
  -1.0496940332950      3.7605E+16  2.6593E+12
  -1.0323923237427      3.8404E+16  2.7166E+12
  -1.0151159160479      3.7342E+16  2.6523E+12
 -0.99782264437640      3.7252E+16  2.6398E+12
 -0.98056311244323      3.7895E+16  2.6918E+12
 -0.96326983684345      3.7843E+16  2.6801E+12
 -0.94598499912444      3.7170E+16  2.6337E+12
 -0.92870859535797      3.7667E+16  2.6736E+12
 -0.91141532368644      3.8403E+16  2.7148E+12
 -0.89411361413412      3.7665E+16  2.6573E+12
 -0.87684564432018      3.7133E+16  2.6264E+12
 -0.85921493991070      3.6472E+16  2.5816E+12
 -0.84227596888217      3.7061E+16  2.6290E+12
 -0.82497425932985      3.7109E+16  2.6285E+12
 -0.80758819061099      3.6886E+16  2.6173E+12
 -0.79035396839192      3.7873E+16  2.6926E+12
 -0.77306913067291      3.7302E+16  2.6479E+12
 -0.75578428902566      3.7657E+16  2.6642E+12
 -0.73850788525918      3.6469E+16  2.5821E+12
 -0.72120617570687      3.7008E+16  2.6235E+12
 -0.70390446615456      3.7180E+16  2.6313E+12
 -0.68664493814964      3.6439E+16  2.5839E+12
 -0.66934322859733      3.5816E+16  2.5385E+12
 -0.65207526271163      3.7375E+16  2.6406E+12
 -0.63476511527854      3.7562E+16  2.6568E+12
 -0.61738748444046      3.7014E+16  2.6279E+12
 -0.60015326222138      3.7068E+16  2.6249E+12
 -0.58285155266907      3.5363E+16  2.5121E+12
 -0.56546548395021      3.7153E+16  2.6336E+12
 -0.54822282777860      3.6252E+16  2.5693E+12
 -0.53093799005960      3.6745E+16  2.6128E+12
 -0.51366158629312      3.7342E+16  2.6508E+12
 -0.49637674857412      3.5915E+16  2.5451E+12
 -0.47909191085511      3.6346E+16  2.5805E+12
 -0.46181551101689      3.7824E+16  2.6814E+12
 -0.44452223541710      3.6948E+16  2.6142E+12
 -0.42550806817400      3.6844E+16  2.6061E+12
 -0.40824010228830      4.1346E+16  2.9315E+12
 -0.39096370245008      3.6850E+16  2.6144E+12
 -0.37367886473107      3.5727E+16  2.5347E+12
 -0.35638559305954      3.7452E+16  2.6482E+12
 -0.33911762717384      3.7035E+16  2.6203E+12
 -0.32149536064515      3.7273E+16  2.6411E+12
 -0.30453107990253      3.6752E+16  2.6056E+12
 -0.28721249851690      3.7016E+16  2.6221E+12
 -0.26996984234530      3.6094E+16  2.5590E+12
 -0.25266813279298      3.7017E+16  2.6186E+12
 -0.23540860085982      3.7897E+16  2.6795E+12
 -0.21812376314081      3.6937E+16  2.6178E+12
 -0.20083892542181      3.7618E+16  2.6645E+12
 -0.18355408770281      3.7279E+16  2.6376E+12
 -0.16628612574536      3.7265E+16  2.6340E+12
 -0.14900128802636      3.7241E+16  2.6381E+12
 -0.13171645030735      3.7156E+16  2.6340E+12
 -0.11444005046913      3.8772E+16  2.7445E+12
  1.43737452805026E-02  3.7839E+16  2.6824E+12
  3.16332732854177E-02  3.6912E+16  2.6135E+12
  4.89096731236423E-02  3.7382E+16  2.6476E+12
  6.61860729618669E-02  3.7291E+16  2.6444E+12
  8.34877825141808E-02  3.7337E+16  2.6482E+12
  0.10075574839988      3.7864E+16  2.6801E+12
  0.11804058219063      3.6332E+16  2.5738E+12
  0.15263556734273      3.5781E+16  2.5403E+12
  0.17000476030003      3.7106E+16  2.6364E+12
  0.18725585435242      3.8125E+16  2.7008E+12
  0.20453225419064      3.7917E+16  2.6766E+12
  0.22182552586217      3.6883E+16  2.6119E+12
  0.23910192570040      3.6579E+16  2.5915E+12
  0.25637832946687      3.7034E+16  2.6237E+12
  0.27369690692425      3.6873E+16  2.6104E+12
  0.29095643492916      3.6740E+16  2.5978E+12
  0.30824127264817      3.6697E+16  2.5982E+12
  0.32551767248639      3.6245E+16  2.5701E+12
  0.34280251020540      3.6241E+16  2.5693E+12
  0.36075376766300      3.7205E+16  2.6316E+12
  0.37804703933454      3.6009E+16  2.5483E+12
  0.39531500522023      3.5920E+16  2.5379E+12
  0.41261671084429      3.5554E+16  2.5194E+12
  0.42990154856330      3.7326E+16  2.6344E+12
  0.44727917940138      3.7012E+16  2.6211E+12
  0.46452183557299      3.5794E+16  2.5320E+12
  0.48180666936374      3.7351E+16  2.6479E+12
  0.49909994496352      3.6800E+16  2.6067E+12
  0.51636790692097      3.5947E+16  2.5460E+12
  0.53366117859250      3.6708E+16  2.5973E+12
  0.55095445026404      3.6816E+16  2.6079E+12
  0.56823085010226      3.6521E+16  2.5829E+12
  0.58549881598796      3.5946E+16  2.5461E+12
  0.60280895949280      3.7275E+16  2.6358E+12
  0.62007692537850      3.7021E+16  2.6184E+12
  0.63735332128847      3.6238E+16  2.5620E+12
  0.65463815900747      3.7462E+16  2.6483E+12
  0.67192299279823      3.5643E+16  2.5283E+12
  0.68919939656470      3.5153E+16  2.4872E+12
  0.70703255118914      3.5669E+16  2.5230E+12
  0.72427521128900      3.5348E+16  2.5002E+12
  0.74156004507975      3.7088E+16  2.6237E+12
  0.75886175463207      3.6827E+16  2.6009E+12
  0.77612971658951      3.6248E+16  2.5675E+12
  0.79340611249949      3.6092E+16  2.5582E+12
  0.81071625993258      3.6324E+16  2.5756E+12
  0.82800952767586      3.4969E+16  2.4776E+12
  0.84537872063317      3.6569E+16  2.5901E+12
  0.86273947570969      3.6841E+16  2.6074E+12
  0.88010023864271      3.6711E+16  2.5925E+12
  0.89745255583845      3.6862E+16  2.6110E+12
  0.91481331484323      3.7064E+16  2.6250E+12
  0.93217406991975      3.7028E+16  2.6236E+12
  0.94941672609135      3.8408E+16  2.7178E+12
  0.96670999776289      3.6794E+16  2.6009E+12
  0.98401170338695      3.8010E+16  2.6864E+12
   1.0013049750585      3.6992E+16  2.6237E+12
   1.0186910359208      3.7178E+16  2.6343E+12
   1.0359421339015      3.6199E+16  2.5758E+12
   1.0535728304545      3.8001E+16  2.6861E+12
   1.0709588952451      3.7143E+16  2.6342E+12
   1.0882015514167      3.7131E+16  2.6225E+12
   1.1055032570407      3.7186E+16  2.6352E+12
